GOOD,991923,Greenway Carriers,Anova,AZ,UT,0,1,200,
GOOD,991926,Greenway Carriers,Anova,OK,TX,-0.5,600,,
GOOD,991927,Airtight Shipping,Anova,ME,PA,-0.1,800,,
GOOD,991928,Delagato's Express,Anova,PA,PA,0.1,300,,
GOOD,991929,Airtight Shipping,Anova,TX,TX,0.8,700,,
GOOD,991931,Federal Amulgated,Anova,MD,VA,0.3,550,,
GOOD,991933,Cross Country Express Shippers,Anova,MD,VA,0,425,,
GOOD,991935,Xpressway,Spirit Soda,CA,NV,0.3,710,,
GOOD,991937,Xpressway,Eliza Software,CA,PA,0.6,4,652,
GOOD,991941,Delagato's Express,Firebright,WA,WA,0.2,250,,
GOOD,991942,Greenway Carriers,Firebright,WA,WA,0.9,250,,
GOOD,991944,Xpressway,Firebright,WA,WA,0.7,250,,
GOOD,991945,Greenway Carriers,Firebright,CA,CA,-0.3,253,,
GOOD,991946,Greenway Carriers,Firebright,WA,WA,-3.1,275,,
GOOD,991947,Delagato's Express,Firebright,CA,CA,0.6,620,,
GOOD,991948,Xpressway,Anova,SC,NC,0,600,,
GOOD,991950,Greenway Carriers,Spirit Soda,CA,NV,-3.5,710,,
GOOD,991951,Federal Amulgated,Spirit Soda,CA,NV,0.3,710,,
GOOD,991953,Airtight Shipping,Anova,OK,TX,0.2,550,,
GOOD,991954,Delagato's Express,Anova,TX,CO,-23.8,1,0,
GOOD,991955,Greenway Carriers,Accent on Style,GA,KY,-2,650,,-120
GOOD,991956,Airtight Shipping,Anova,TX,TX,-0.6,600,,
GOOD,991957,Delagato's Express,Anova,TX,TX,0,675,,
GOOD,991958,Cross Country Express Shippers,Anova,TX,TX,0.5,750,,
GOOD,991959,Greenway Carriers,Spirit Soda,CA,NV,0.3,700,,
GOOD,991964,Federal Amulgated,Eliza Software,CA,PA,-0.8,4,632,
GOOD,991965,Delagato's Express,Anova,NE,KS,-0.5,525,,
GOOD,991966,Xpressway,Accent on Style,KY,TN,-0.3,600,,-18
GOOD,991967,Federal Amulgated,Accent on Style,GA,KY,0.5,635,,30
GOOD,991968,Xpressway,Accent on Style,GA,TN,-0.3,500,,-18
GOOD,991969,Cross Country Express Shippers,Accent on Style,NC,TN,0.5,450,,30
GOOD,991970,Delagato's Express,Anova,MD,VA,0.1,450,,
GOOD,991971,Greenway Carriers,Spirit Soda,CA,NV,0,710,,
GOOD,991972,Greenway Carriers,Spirit Soda,CA,NV,0.2,710,,
GOOD,991973,Greenway Carriers,Spirit Soda,CA,NV,0.5,745,,
GOOD,991974,Federal Amulgated,Firebright,WA,WA,0.3,250,,
GOOD,991976,Xpressway,Firebright,WA,WA,0,250,,
GOOD,991977,Cross Country Express Shippers,Firebright,WA,WA,0,300,,
GOOD,991978,Cross Country Express Shippers,Anova,SC,NC,0.3,625,,
GOOD,991982,Xpressway,Firebright,WA,WA,0.5,300,,
GOOD,991983,Xpressway,Spirit Soda,CA,NV,0.9,700,,
GOOD,991984,Greenway Carriers,Spirit Soda,CA,NV,0.5,745,,
GOOD,991988,Cross Country Express Shippers,Anova,OK,TX,0.5,600,,
GOOD,991989,Greenway Carriers,Anova,VA,PA,-0.3,575,,
GOOD,991992,Cross Country Express Shippers,Anova,OK,TX,0.8,600,,
GOOD,991993,Greenway Carriers,Firebright,CA,CA,-0.3,570,,
GOOD,991994,Cross Country Express Shippers,Firebright,CA,CA,0.6,590,,
GOOD,991996,Airtight Shipping,Firebright,CA,CA,0,550,,
GOOD,991997,Delagato's Express,Firebright,CA,CA,-1.8,520,,
GOOD,991999,Federal Amulgated,Viktoria's,AR,WI,0,1,100,
GOOD,992000,Greenway Carriers,Anova,CT,PA,-3.5,565,,
GOOD,992007,Cross Country Express Shippers,Eliza Software,CA,PA,0,4,649,
GOOD,992008,Cross Country Express Shippers,Eliza Software,CA,PA,-0.2,4,475,
GOOD,992010,Greenway Carriers,Firebright,CA,CA,0.3,539,,
GOOD,992011,Cross Country Express Shippers,Spirit Soda,CA,NV,0.3,700,,
GOOD,992014,Airtight Shipping,Anova,CA,CA,0.5,800,,
GOOD,992015,Airtight Shipping,Anova,CA,CA,0.5,875,,
GOOD,992016,Cross Country Express Shippers,Anova,WA,WA,0.5,450,,
GOOD,992017,Delagato's Express,Anova,AZ,UT,0,1,200,
GOOD,992019,Airtight Shipping,Anova,NM,CO,-0.3,825,,
GOOD,992020,Federal Amulgated,Viktoria's,AR,WI,0.1,1,160,
GOOD,992021,Delagato's Express,Anova,NM,CO,-1.5,650,,
GOOD,992022,Federal Amulgated,Anova,ID,UT,0.7,563,,
GOOD,992023,Cross Country Express Shippers,Viktoria's,AR,NE,0,1,240,
GOOD,992025,Cross Country Express Shippers,Firebright,WA,WA,-1.1,250,,
GOOD,992029,Delagato's Express,Anova,NE,KS,0,650,,
GOOD,992032,Xpressway,Anova,OH,PA,0,1,100,
GOOD,992033,Cross Country Express Shippers,Anova,OH,PA,0,1,0,
GOOD,992034,Airtight Shipping,Anova,OH,PA,-1.5,1,0,
GOOD,992036,Federal Amulgated,Anova,OH,PA,0.5,1,0,
GOOD,992037,Xpressway,Anova,OH,PA,-1,1,100,
GOOD,992040,Federal Amulgated,Anova,OH,PA,-2,1,100,
GOOD,992041,Greenway Carriers,Anova,OH,PA,0.1,1,100,
GOOD,992042,Xpressway,Anova,OH,PA,0.4,1,50,
GOOD,992043,Greenway Carriers,Anova,OH,PA,0.1,1,463,
GOOD,992044,Federal Amulgated,Anova,OH,PA,-0.7,1,90,
GOOD,992046,Greenway Carriers,Anova,OH,PA,0.3,1,470,
GOOD,992047,Greenway Carriers,Anova,OH,PA,-0.3,1,750,
GOOD,992048,Greenway Carriers,Anova,OH,PA,0.5,1,0,
GOOD,992051,Delagato's Express,Spirit Soda,CA,NV,0.6,685,,
GOOD,992052,Greenway Carriers,Spirit Soda,CA,NV,0.7,745,,
GOOD,992054,Xpressway,Eliza Software,CA,PA,0.5,5,219,
GOOD,992055,Xpressway,Anova,OH,PA,-0.1,1,0,
GOOD,992056,Greenway Carriers,Anova,OH,PA,0.3,1,0,
GOOD,992058,Xpressway,Anova,OH,PA,-0.5,1,100,
GOOD,992059,Greenway Carriers,Anova,OH,PA,-0.2,1,0,
GOOD,992060,Greenway Carriers,Anova,OH,PA,0.5,1,0,
GOOD,992062,Greenway Carriers,Firebright,OR,WA,0.6,450,,
GOOD,992064,Xpressway,Firebright,OR,WA,0,450,,
GOOD,992066,Greenway Carriers,Eliza Software,CA,PA,0.3,4,955,
GOOD,992067,Greenway Carriers,Spirit Soda,CA,NV,-0.5,700,,
GOOD,992068,Greenway Carriers,Koncept,AL,IL,-0.7,1,185,
GOOD,992076,Greenway Carriers,Kyle Industries,KY,MO,-1,646,,
GOOD,992077,Federal Amulgated,Kyle Industries,KY,MO,-0.5,678,,
GOOD,992078,Xpressway,Kyle Industries,KY,MO,-0.8,646,,
GOOD,992079,Cross Country Express Shippers,Spirit Soda,CA,NV,0.7,700,,
GOOD,992081,Airtight Shipping,Spirit Soda,CA,NV,0.5,745,,
GOOD,992083,Xpressway,Anova,TX,TX,0,600,,
GOOD,992084,Xpressway,Anova,TX,TX,0,600,,
GOOD,992085,Cross Country Express Shippers,Anova,TX,TX,-0.3,600,,
GOOD,992087,Greenway Carriers,Anova,OK,TX,-0.5,650,,
GOOD,992088,Greenway Carriers,Spirit Soda,CA,NV,0,700,,
GOOD,992092,Xpressway,Spirit Soda,CA,NV,-2,700,,
GOOD,992094,Greenway Carriers,Spirit Soda,CA,NV,-2,745,,
GOOD,992099,Cross Country Express Shippers,Kyle Industries,KY,MD,0.5,1,255,
GOOD,992100,Airtight Shipping,Kyle Industries,KY,MD,0.3,1,255,
GOOD,992101,Airtight Shipping,Spirit Soda,CA,NV,-0.5,700,,
GOOD,992103,Xpressway,Anova,OH,OH,-0.9,385,,
GOOD,992106,Greenway Carriers,Firebright,KY,OH,0.5,,,
GOOD,992107,Federal Amulgated,Anova,TX,CO,-0.5,900,,
GOOD,992108,Greenway Carriers,Anova,TX,CO,0,900,,
GOOD,992110,Xpressway,Anova,OH,PA,0,1,0,
GOOD,992111,Federal Amulgated,Anova,OH,PA,-0.5,1,0,
GOOD,992112,Cross Country Express Shippers,Anova,OH,PA,0,1,0,
GOOD,992117,Cross Country Express Shippers,Anova,VA,PA,-1.6,585,,
GOOD,992118,Greenway Carriers,Firebright,KY,MO,0.5,263,,
GOOD,992119,Greenway Carriers,Anova,SC,NC,-1,542,,
GOOD,992123,Greenway Carriers,Spirit Soda,CA,NV,0,700,,
GOOD,992124,Greenway Carriers,Spirit Soda,CA,NV,0,700,,
GOOD,992127,Cross Country Express Shippers,Anova,IL,OH,0.8,650,,
GOOD,992128,Cross Country Express Shippers,Eliza Software,CA,PA,0.3,4,652,
GOOD,992131,Delagato's Express,Anova,NC,OH,0.5,913,,
GOOD,992132,Greenway Carriers,Anova,PA,PA,0,300,,
GOOD,992133,Cross Country Express Shippers,Anova,VA,PA,0.5,550,,
GOOD,992136,Greenway Carriers,Anova,NC,OH,0.2,750,,
GOOD,992137,Greenway Carriers,Anova,CA,CA,0.5,850,,
GOOD,992138,Airtight Shipping,Anova,SC,NC,-1.3,575,,
GOOD,992139,Greenway Carriers,Spirit Soda,CA,NV,-1.3,700,,
GOOD,992143,Greenway Carriers,Endova Corp,WA,GA,0.8,3,400,
GOOD,992144,Greenway Carriers,Endova Corp,WA,GA,-1.4,3,400,
GOOD,992147,Greenway Carriers,Spirit Soda,CA,NV,0.1,700,,
GOOD,992148,Cross Country Express Shippers,Firebright,OR,WA,0.8,475,,
GOOD,992152,Xpressway,Anova,VA,PA,-0.7,575,,
GOOD,992155,Xpressway,Firebright,WA,WA,0.5,400,,
GOOD,992156,Greenway Carriers,Firebright,WA,WA,-0.5,225,,
GOOD,992158,Delagato's Express,Spirit Soda,CA,NV,0.8,700,,
GOOD,992159,Airtight Shipping,Spirit Soda,CA,NV,0.6,700,,
GOOD,992161,Greenway Carriers,Anova,AZ,UT,-0.2,1,125,
GOOD,992162,Xpressway,Firebright,KY,FL,0.3,1,3,
GOOD,992163,Greenway Carriers,Anova,OK,TX,-0.9,530,,
GOOD,992164,Xpressway,Spirit Soda,CA,NV,-3.9,700,,
GOOD,992165,Greenway Carriers,Spirit Soda,CA,NV,-0.3,700,,
GOOD,992167,Cross Country Express Shippers,Firebright,CA,WA,0.3,1,380,
GOOD,992171,Greenway Carriers,Firebright,WA,WA,-0.7,250,,
GOOD,992172,Greenway Carriers,Firebright,WA,WA,0,200,,
GOOD,992173,Federal Amulgated,Firebright,WA,WA,0,250,,
GOOD,992174,Greenway Carriers,Anova,AZ,UT,0,1,125,
GOOD,992175,Greenway Carriers,Anova,ID,UT,-0.1,435,,
GOOD,992179,Delagato's Express,Spirit Soda,CA,NV,-0.3,745,,
GOOD,992181,Cross Country Express Shippers,Firebright,CA,CA,0.2,250,,
GOOD,992183,Cross Country Express Shippers,Anova,SC,NC,0.1,540,,
GOOD,992184,Airtight Shipping,Anova,NV,CA,0,860,,
GOOD,992185,Xpressway,Spirit Soda,CA,NV,0,700,,
GOOD,992186,Xpressway,Spirit Soda,CA,NV,0.1,700,,
GOOD,992187,Xpressway,Spirit Soda,CA,NV,0.3,745,,
GOOD,992190,Federal Amulgated,Anova,CA,CA,0,825,,
GOOD,992191,Delagato's Express,Eliza Software,CA,PA,-0.3,4,642,
GOOD,992193,Cross Country Express Shippers,Spirit Soda,CA,NV,0,700,,
GOOD,992195,Cross Country Express Shippers,Spirit Soda,CA,NV,0,745,,
GOOD,992196,Cross Country Express Shippers,Spirit Soda,CA,CA,-2.8,550,,
GOOD,992197,Delagato's Express,Firebright,KY,SC,0.8,774,,
GOOD,992199,Xpressway,Kyle Industries,KY,IN,-0.3,525,,
GOOD,992204,Greenway Carriers,Spirit Soda,CA,NV,-2,700,,
GOOD,992205,Delagato's Express,Spirit Soda,CA,NV,-0.2,700,,
GOOD,992210,Greenway Carriers,Anova,OK,TX,0.5,750,,
GOOD,992212,Federal Amulgated,Spirit Soda,CA,WA,0.7,1,900,
GOOD,992213,Xpressway,Firebright,CA,CA,-0.7,600,,
GOOD,992214,Airtight Shipping,Firebright,CA,CA,0,527,,
GOOD,992216,Cross Country Express Shippers,Spirit Soda,CA,NV,-0.2,700,,
GOOD,992217,Cross Country Express Shippers,Kyle Industries,KY,MO,0,499,,
GOOD,992221,Delagato's Express,Anova,OK,TX,-2,525,,
GOOD,992222,Federal Amulgated,Firebright,CA,CA,-23.7,585,,
GOOD,992224,Xpressway,Viktoria's,AR,WI,-1.5,1,250,
GOOD,992225,Airtight Shipping,Viktoria's,AR,WI,0.3,1,25,
GOOD,992227,Federal Amulgated,Eliza Software,CA,PA,0.3,4,853,
GOOD,992228,Greenway Carriers,Anova,VA,PA,0.5,585,,
GOOD,992229,Xpressway,Accent on Style,MI,TN,0.8,875,,48
GOOD,992231,Airtight Shipping,Spirit Soda,CA,NV,0.5,700,,
GOOD,992232,Greenway Carriers,Spirit Soda,CA,NV,0.5,700,,
GOOD,992234,Xpressway,Firebright,CA,NV,-0.5,700,,
GOOD,992235,Airtight Shipping,Anova,MD,IN,-1,650,,
GOOD,992237,Delagato's Express,Spirit Soda,CA,NV,-24,700,,
GOOD,992238,Delagato's Express,Spirit Soda,CA,NV,-24,700,,
GOOD,992239,Greenway Carriers,Spirit Soda,CA,CA,-3.2,550,,
GOOD,992241,Cross Country Express Shippers,Spirit Soda,CA,WA,0.3,1,950,
GOOD,992243,Delagato's Express,Spirit Soda,CA,WA,-0.3,1,950,
GOOD,992247,Greenway Carriers,Spirit Soda,CA,WA,-0.3,2,30,
GOOD,992249,Cross Country Express Shippers,Spirit Soda,NV,CA,0,350,,
GOOD,992255,Xpressway,Eliza Software,CA,PA,-0.3,4,822,
GOOD,992258,Delagato's Express,Eliza Software,CA,PA,0,4,501,
GOOD,992259,Greenway Carriers,Eliza Software,CA,PA,-1,5,275,
GOOD,992261,Cross Country Express Shippers,Endova Corp,WA,GA,-3.5,3,300,
GOOD,992262,Cross Country Express Shippers,Spirit Soda,CA,WA,-0.5,1,700,
GOOD,992263,Greenway Carriers,Spirit Soda,CA,WA,-2.8,1,700,
GOOD,992264,Greenway Carriers,Firebright,CA,CA,0,475,,
GOOD,992266,Cross Country Express Shippers,Spirit Soda,CA,NV,-0.1,700,,
GOOD,992267,Airtight Shipping,Spirit Soda,CA,NV,0,700,,
GOOD,992269,Delagato's Express,Kyle Industries,KY,KS,0,645,,
GOOD,992271,Delagato's Express,Firebright,CA,WA,0.3,1,320,
GOOD,992273,Greenway Carriers,Accent on Style,NJ,TN,-2,700,,-120
GOOD,992276,Cross Country Express Shippers,Firebright,KY,WI,-4.9,750,,
GOOD,992277,Greenway Carriers,Spirit Soda,CA,NV,0.7,700,,
GOOD,992279,Cross Country Express Shippers,Spirit Soda,CA,NV,0.5,745,,
GOOD,992281,Airtight Shipping,Firebright,CA,WA,0,1,365,
GOOD,992283,Federal Amulgated,Firebright,CA,WA,-5,150,,
GOOD,992284,Cross Country Express Shippers,Firebright,CA,WA,-4.3,1,300,
GOOD,992287,Cross Country Express Shippers,Firebright,CA,WA,0.5,1,115,
GOOD,992288,Xpressway,Firebright,KY,FL,-0.5,798,,
GOOD,992289,Greenway Carriers,Eliza Software,CA,PA,0,4,802,
GOOD,992291,Delagato's Express,Firebright,CA,CA,0.3,550,,
GOOD,992292,Xpressway,Spirit Soda,CA,NV,0,700,,
GOOD,992293,Greenway Carriers,Spirit Soda,CA,NV,0.3,700,,
GOOD,992296,Delagato's Express,Accent on Style,NC,TN,-3.2,475,,-192
GOOD,992297,Greenway Carriers,Anova,OK,TX,0.1,510,,
GOOD,992298,Greenway Carriers,Eliza Software,CA,PA,-0.2,4,828,
GOOD,992299,Xpressway,Viktoria's,AR,WI,0.5,1,285,
GOOD,992300,Xpressway,Anova,AZ,UT,0,1,0,
GOOD,992302,Cross Country Express Shippers,Spirit Soda,CA,WA,0,1,925,
GOOD,992303,Cross Country Express Shippers,Spirit Soda,CA,WA,0.9,2,255,
GOOD,992304,Cross Country Express Shippers,Spirit Soda,CA,WA,0.3,1,900,
GOOD,992305,Federal Amulgated,Spirit Soda,CA,WA,-5,1,925,
GOOD,992306,Xpressway,Spirit Soda,CA,WA,-0.3,1,700,
GOOD,992307,Federal Amulgated,Spirit Soda,CA,WA,0,1,860,
GOOD,992308,Greenway Carriers,Anova,CA,CA,0.5,310,,
GOOD,992309,Airtight Shipping,Spirit Soda,CA,NV,0,700,,
GOOD,992310,Delagato's Express,Spirit Soda,CA,NV,0,700,,
GOOD,992311,Xpressway,Spirit Soda,CA,NV,0.5,700,,
GOOD,992313,Federal Amulgated,Anova,NE,KS,0,525,,
GOOD,992314,Airtight Shipping,Firebright,WA,WA,0.3,315,,
GOOD,992316,Greenway Carriers,Anova,OH,OH,-5.3,445,,
GOOD,992317,Xpressway,Firebright,CA,CA,0.5,188,,
GOOD,992318,Xpressway,Firebright,KY,VA,-1,971,,
GOOD,992319,Greenway Carriers,Spirit Soda,CA,WA,-4.5,1,900,
GOOD,992323,Airtight Shipping,Spirit Soda,CA,NV,0.8,745,,
GOOD,992326,Greenway Carriers,Anova,CA,CA,0,825,,
GOOD,992328,Airtight Shipping,Spirit Soda,CA,NV,-0.1,700,,
GOOD,992329,Xpressway,Spirit Soda,CA,WA,-5.3,1,850,
GOOD,992330,Cross Country Express Shippers,Spirit Soda,CA,WA,-3.5,1,800,
GOOD,992332,Greenway Carriers,Eliza Software,CA,PA,0,4,806,
GOOD,992337,Greenway Carriers,Anova,KY,OH,-1.8,435,,
GOOD,992338,Xpressway,Spirit Soda,CA,NV,0,700,,
GOOD,992339,Xpressway,Spirit Soda,CA,NV,-1.3,700,,
GOOD,992340,Delagato's Express,Viktoria's,AR,WI,-3,1,175,
GOOD,992341,Greenway Carriers,Anova,AZ,UT,-1.9,1,100,
GOOD,992342,Airtight Shipping,Anova,AZ,UT,-1,1,200,
GOOD,992343,Cross Country Express Shippers,Anova,AZ,UT,0.7,1,80,
GOOD,992345,Delagato's Express,Spirit Soda,CA,WA,-0.8,1,700,
GOOD,992348,Xpressway,Viktoria's,AR,WI,0.8,1,110,
GOOD,992351,Airtight Shipping,Anova,AZ,UT,0.2,1,100,
GOOD,992353,Greenway Carriers,Spirit Soda,CA,NV,-0.8,700,,
GOOD,992354,Delagato's Express,Eliza Software,CA,PA,0.5,4,676,
GOOD,992355,Xpressway,Eliza Software,CA,PA,-0.3,,,
GOOD,992356,Airtight Shipping,Anova,MD,VA,-1.3,425,,
GOOD,992357,Delagato's Express,Anova,MD,VA,0.4,430,,
GOOD,992358,Greenway Carriers,Spirit Soda,CA,NV,0.5,700,,
GOOD,992360,Federal Amulgated,Spirit Soda,CA,NV,0.5,700,,
GOOD,992362,Greenway Carriers,Spirit Soda,CA,WA,-1.5,1,865,
GOOD,992363,Cross Country Express Shippers,Spirit Soda,CA,WA,-1.2,1,865,
GOOD,992364,Greenway Carriers,Spirit Soda,CA,NV,0.5,700,,
GOOD,992365,Federal Amulgated,Spirit Soda,CA,NV,0.7,700,,
GOOD,992366,Xpressway,Spirit Soda,CA,NV,0.1,700,,
GOOD,992367,Cross Country Express Shippers,Value Mart,WA,CA,0.3,900,,
GOOD,992369,Cross Country Express Shippers,Eliza Software,CA,PA,0.6,4,638,
GOOD,992374,Cross Country Express Shippers,Spirit Soda,CA,NV,0.5,765,,
GOOD,992375,Cross Country Express Shippers,Spirit Soda,CA,NV,-0.3,700,,
GOOD,992377,Greenway Carriers,Firebright,CA,WA,0.3,1,365,
GOOD,992379,Cross Country Express Shippers,Kyle Industries,KY,MN,0.5,888,,
GOOD,992380,Cross Country Express Shippers,Firebright,KY,FL,0,816,,
GOOD,992382,Delagato's Express,Spirit Soda,CA,NV,-3,700,,
GOOD,992383,Airtight Shipping,Spirit Soda,CA,NV,0.4,700,,
GOOD,992385,Airtight Shipping,Anova,AZ,UT,-1,1,240,
GOOD,992386,Greenway Carriers,Anova,ID,UT,0,435,,
GOOD,992390,Xpressway,Viktoria's,AR,WI,0.3,1,50,
GOOD,992391,Federal Amulgated,Spirit Soda,CA,NV,0.3,700,,
GOOD,992392,Xpressway,Spirit Soda,CA,NV,0.8,700,,
GOOD,992393,Delagato's Express,Firebright,KY,OH,-0.5,425,,
GOOD,992395,Greenway Carriers,Anova,CA,CA,0,200,,
GOOD,992396,Greenway Carriers,Firebright,KY,MN,0.5,1,75,
GOOD,992397,Xpressway,Firebright,CA,CA,0.2,218,,
GOOD,992400,Xpressway,Anova,CA,CA,0.5,300,,
GOOD,992401,Xpressway,Spirit Soda,CA,NV,-1.5,700,,
GOOD,992402,Greenway Carriers,Spirit Soda,CA,NV,-4,700,,
GOOD,992403,Federal Amulgated,Anova,AZ,UT,0,1,125,
GOOD,992404,Xpressway,Spirit Soda,CA,NV,0,733,,
GOOD,992405,Xpressway,Spirit Soda,CA,NV,-4.3,700,,
GOOD,992408,Greenway Carriers,Eliza Software,CA,PA,0,4,667,
GOOD,992409,Federal Amulgated,Eliza Software,CA,PA,0,4,662,
GOOD,992410,Cross Country Express Shippers,Firebright,KY,VA,0,979,,
GOOD,992411,Cross Country Express Shippers,Firebright,KY,MN,0.8,1,50,
GOOD,992413,Greenway Carriers,Spirit Soda,CA,NV,0.5,700,,
GOOD,992414,Greenway Carriers,Spirit Soda,CA,NV,-0.5,700,,
GOOD,992415,Cross Country Express Shippers,Viktoria's,AR,WI,-1.9,1,50,
GOOD,992416,Cross Country Express Shippers,Viktoria's,AR,MN,-1.5,1,115,
GOOD,992417,Cross Country Express Shippers,Eliza Software,CA,PA,0,4,475,
GOOD,992420,Delagato's Express,Spirit Soda,CA,NV,-0.6,700,,
GOOD,992423,Delagato's Express,Koncept,KY,MA,0,1,550,
GOOD,992424,Federal Amulgated,Viktoria's,AR,WI,0.8,1,80,
GOOD,992427,Federal Amulgated,Eliza Software,CA,PA,0,4,670,
GOOD,992430,Airtight Shipping,Anova,AZ,UT,0,1,200,
GOOD,992436,Greenway Carriers,Anova,NM,CO,0.5,820,,
GOOD,992438,Greenway Carriers,Kyle Industries,KY,MI,0.5,550,,
GOOD,992439,Xpressway,Accent on Style,MB,TN,0,850,,0
GOOD,992440,Xpressway,Accent on Style,MB,KY,-0.7,600,,-42
GOOD,992441,Cross Country Express Shippers,Anova,AZ,UT,0.8,1,125,
GOOD,992443,Greenway Carriers,Spirit Soda,CA,NV,-1,700,,
GOOD,992444,Federal Amulgated,Spirit Soda,CA,NV,0.1,700,,
GOOD,992445,Xpressway,Spirit Soda,CA,NV,0.6,700,,
GOOD,992452,Delagato's Express,Anova,AZ,UT,0,1,125,
GOOD,992453,Greenway Carriers,Viktoria's,AR,WI,0.5,1,165,
GOOD,992455,Delagato's Express,Spirit Soda,CA,NV,0.5,700,,
GOOD,992457,Delagato's Express,Spirit Soda,CA,CA,-1,390,,
GOOD,992458,Xpressway,Spirit Soda,CA,CA,0.2,375,,
GOOD,992460,Xpressway,Spirit Soda,CA,CA,-1.3,390,,
GOOD,992466,Delagato's Express,Spirit Soda,CA,CA,0.5,350,,
GOOD,992467,Greenway Carriers,Spirit Soda,CA,CA,0,390,,
GOOD,992469,Federal Amulgated,Spirit Soda,CA,CA,0.5,375,,
GOOD,992470,Delagato's Express,Spirit Soda,CA,CA,0,350,,
GOOD,992471,Cross Country Express Shippers,Spirit Soda,CA,CA,-2.5,350,,
GOOD,992472,Airtight Shipping,Eliza Software,CA,PA,0,4,603,
GOOD,992473,Greenway Carriers,Anova,OK,TX,0,540,,
GOOD,992474,Xpressway,Anova,AZ,UT,0.6,1,125,
GOOD,992475,Greenway Carriers,Spirit Soda,CA,NV,0,700,,
GOOD,992477,Greenway Carriers,Spirit Soda,CA,NV,-0.7,700,,
GOOD,992481,Airtight Shipping,Viktoria's,AR,WI,-4.7,1,340,
GOOD,992484,Cross Country Express Shippers,Anova,TX,CO,0.5,936,,
GOOD,992485,Greenway Carriers,Eliza Software,CA,PA,-0.3,4,475,
GOOD,992488,Greenway Carriers,Anova,OK,TX,0.8,550,,
GOOD,992489,Airtight Shipping,Accent on Style,PQ,KY,-1,475,,-60
GOOD,992490,Federal Amulgated,Anova,TX,CO,0.5,1,0,
GOOD,992491,Greenway Carriers,Spirit Soda,WA,WA,-0.5,555,,
GOOD,992493,Airtight Shipping,Spirit Soda,CA,NV,0.3,700,,
GOOD,992494,Greenway Carriers,Spirit Soda,CA,NV,0.5,700,,
GOOD,992497,Airtight Shipping,Spirit Soda,WA,WA,0.3,560,,
GOOD,992501,Cross Country Express Shippers,Spirit Soda,CA,CA,-1,,,
GOOD,992505,Delagato's Express,Anova,AZ,CA,0,750,,
GOOD,992506,Greenway Carriers,Spirit Soda,WA,OR,-1.5,900,,
GOOD,992507,Airtight Shipping,Spirit Soda,CA,NV,-1.5,700,,
GOOD,992508,Delagato's Express,Spirit Soda,CA,NV,0.1,700,,
GOOD,992512,Federal Amulgated,Spirit Soda,CA,CA,0.3,390,,
GOOD,992513,Xpressway,Spirit Soda,CA,CA,0,390,,
GOOD,992514,Greenway Carriers,Spirit Soda,CA,CA,-0.1,400,,
GOOD,992522,Federal Amulgated,Eliza Software,CA,PA,0.5,4,601,
GOOD,992523,Greenway Carriers,Spirit Soda,CA,WA,0.3,1,200,
GOOD,992524,Cross Country Express Shippers,Value Mart,CA,WA,0.3,1,725,
GOOD,992525,Delagato's Express,Anova,CA,CA,0.8,340,,
GOOD,992526,Airtight Shipping,Anova,CA,CA,0,525,,
GOOD,992527,Cross Country Express Shippers,Spirit Soda,WA,WA,0.5,550,,
GOOD,992530,Airtight Shipping,Spirit Soda,CA,NV,-0.8,700,,
GOOD,992531,Delagato's Express,Spirit Soda,CA,NV,-0.1,700,,
GOOD,992532,Xpressway,Spirit Soda,CA,NV,0.2,700,,
GOOD,992533,Greenway Carriers,Spirit Soda,CA,NV,0.5,700,,
GOOD,992534,Cross Country Express Shippers,Spirit Soda,CA,NV,-4,700,,
GOOD,992536,Federal Amulgated,Anova,TX,CO,0.1,1,25,
GOOD,992539,Greenway Carriers,Viktoria's,AR,WI,-1,1,0,
GOOD,992540,Airtight Shipping,Spirit Soda,CA,OR,0.2,1,800,
GOOD,992541,Federal Amulgated,Spirit Soda,CA,CA,0.5,390,,
GOOD,992542,Cross Country Express Shippers,Spirit Soda,CA,CA,0.8,350,,
GOOD,992543,Cross Country Express Shippers,Spirit Soda,CA,CA,0,400,,
GOOD,992546,Xpressway,Spirit Soda,CA,CA,0,390,,
GOOD,992548,Greenway Carriers,Spirit Soda,CA,CA,-0.3,400,,
GOOD,992550,Cross Country Express Shippers,Spirit Soda,CA,CA,-1.3,390,,
GOOD,992552,Greenway Carriers,Anova,ID,UT,0,500,,
GOOD,992553,Xpressway,Anova,ID,UT,0.3,525,,
GOOD,992555,Delagato's Express,Spirit Soda,CA,WA,0,2,0,
GOOD,992556,Xpressway,Anova,AZ,UT,0.3,1,125,
GOOD,992558,Federal Amulgated,Accent on Style,PA,KY,-0.2,700,,-12
GOOD,992559,Greenway Carriers,Firebright,KY,MN,-0.3,1,100,
GOOD,992563,Greenway Carriers,Viktoria's,AR,WI,0.3,1,110,
GOOD,992565,Xpressway,Anova,AZ,UT,0,1,50,
GOOD,992567,Federal Amulgated,Eliza Software,CA,PA,0.4,,,
GOOD,992569,Cross Country Express Shippers,Spirit Soda,CA,NV,0.5,700,,
GOOD,992570,Cross Country Express Shippers,Spirit Soda,CA,NV,0,700,,
GOOD,992571,Airtight Shipping,Kyle Industries,KY,MO,0.8,636,,
GOOD,992573,Xpressway,Kyle Industries,KY,MI,-0.2,750,,
GOOD,992574,Federal Amulgated,Anova,NE,KS,-1.5,550,,
